variable,arguments,operators,expressions,loops,operands,exceptions,exception_clause,mccable_complex,id
2,1,2,2,0,3,0,0,1,63936
11,4,13,13,1,20,0,1,7,52292
3,1,2,2,1,4,0,0,5,62624
3,1,1,1,0,4,1,0,1,60619
51,52,217,217,28,225,0,0,169,46681
11,3,23,23,4,19,0,0,14,39676
217,170,538,538,109,527,6,2,469,44346
35,17,126,126,11,79,1,1,127,67426
14,1,62,62,9,15,1,0,36,51847
20,4,39,39,6,38,0,0,35,52768
31,5,54,54,14,49,2,0,48,74820
51,1,144,144,14,66,1,1,62,69711
14,0,35,35,5,21,5,2,24,68803
27,9,52,52,7,52,0,2,33,56052
7,4,9,9,0,14,0,0,7,51797
32,8,52,52,10,45,0,2,40,50885
43,16,82,82,19,101,0,2,66,70530
54,9,67,67,10,47,1,1,47,40186
7,1,1,1,0,4,0,0,1,47643
14,2,41,41,7,37,1,2,36,75362
13,1,49,49,7,34,0,2,44,69341
12,1,3,3,0,9,0,0,1,61771
5,1,7,7,1,8,0,0,8,56402
32,12,74,74,15,82,0,1,78,60863
18,8,67,67,9,28,0,0,36,47213
29,4,115,115,18,49,1,2,57,75698
26,6,73,73,9,61,5,1,39,70160
12,5,10,10,3,32,0,3,10,68100
5,1,7,7,1,6,0,0,6,44595
13,2,20,20,4,16,0,0,11,74123
2,1,0,0,0,3,0,0,1,50186
60,45,174,174,24,208,0,1,188,57643
10,1,11,11,2,15,1,0,7,56951
9,2,19,19,4,11,0,0,14,60530
23,4,49,49,5,30,0,0,43,65732
9,3,14,14,4,13,0,0,10,64820
7,1,6,6,1,12,0,1,4,52441
23,14,36,36,12,96,5,2,37,71321
7,1,7,7,1,7,2,0,5,74573
8,1,36,36,0,3,0,0,1,60160
5,2,18,18,1,8,0,0,10,65362
5,1,8,8,1,8,0,0,9,46402
24,6,120,120,18,54,0,3,88,74089
12,2,25,25,4,19,7,0,20,71771
2,1,8,8,0,3,0,0,7,50539
10,1,17,17,3,12,0,1,9,73259
9,1,22,22,4,10,0,0,18,58109
14,5,13,13,2,25,0,0,6,68045
30,1,40,40,5,23,0,0,29,60475
57,1,5,5,1,8,0,0,3,62448
3,1,3,3,0,4,0,0,5,56814
2,1,1,1,0,3,0,0,1,50169
12,2,19,19,4,20,0,0,12,55691
6,4,2,2,0,11,0,0,6,54983
9,1,58,58,3,20,0,2,19,41282
10,2,25,25,4,27,4,1,18,70926
5,1,24,24,0,6,0,0,7,46547
14,1,7,7,3,20,0,0,6,58559
60,11,92,92,10,52,1,1,45,42857
2,1,0,0,0,3,0,0,1,41778
4,14,18,18,0,44,0,0,23,60025
8,1,8,8,0,9,0,0,3,49348
82,19,119,119,20,103,0,2,84,62018
1,1,0,0,0,2,0,0,1,57356
7,1,13,13,3,8,0,0,11,50493
5,1,1,1,0,6,0,0,1,51328
16,5,34,34,5,22,0,0,21,53315
18,1,24,24,4,20,1,0,11,70475
8,1,27,27,6,10,0,0,18,72448
6,1,26,26,1,4,0,0,23,47706
5,1,4,4,1,10,0,0,4,40539
6,8,39,39,5,24,2,0,33,74965
29,11,151,151,12,74,0,3,121,68946
3,2,5,5,0,5,0,0,2,51778
37,5,100,100,17,73,0,2,78,53745
10,1,5,5,0,7,0,0,3,52857
42,12,97,97,17,78,0,2,88,40493
23,3,39,39,10,52,1,0,40,72018
9,3,34,34,7,14,0,0,22,59348
13,3,42,42,8,37,5,1,36,75227
86,18,128,128,20,123,0,2,80,44983
32,36,109,109,10,118,0,5,85,69204
6,1,4,4,0,8,2,0,4,42154
3,1,1,1,0,4,1,0,1,40169
6,1,11,11,2,7,0,0,13,45691
38,14,113,113,16,73,0,1,81,48559
13,8,22,22,2,32,0,5,22,56547
14,7,30,30,8,48,1,1,24,63127
14,1,20,20,7,15,0,0,14,48277
14,2,44,44,4,25,1,1,53,47182
4,1,5,5,0,5,0,0,4,41955
26,5,71,71,12,47,9,0,43,72736
12,1,41,41,3,13,0,0,23,38175
14,1,28,28,3,17,2,0,14,42380
0,3,5,5,0,25,0,0,6,73824
9,1,18,18,2,10,1,0,5,57881
47,44,197,197,16,122,2,1,185,56793
7,1,12,12,2,12,0,0,5,63577
5,1,16,16,0,6,0,0,3,54604
14,4,17,17,2,19,0,0,13,75159
15,5,62,62,5,28,0,1,21,38525
5,1,5,5,0,6,0,0,3,45015
4,1,4,4,0,5,0,0,1,47028
21,9,75,75,13,44,1,0,46,59036
6,1,10,10,2,7,0,0,7,51406
11,1,19,19,3,12,1,0,11,64748
321,237,813,813,182,771,8,2,704,55445
13,1,34,34,0,6,0,0,13,46793
14,1,15,15,4,19,1,0,12,74318
21,8,50,50,7,47,0,0,35,38876
20,1,29,29,1,21,0,0,28,58277
31,7,48,48,6,59,2,0,30,73127
7,1,15,15,2,8,0,0,7,39764
13,3,21,21,3,20,0,1,22,44254
9,1,9,9,2,10,0,0,5,67534
15,1,11,11,4,21,0,0,9,53968
28,1,33,33,5,12,1,0,19,50647
20,2,61,61,8,33,0,1,59,49036
8,1,13,13,2,9,0,0,7,57028
7,3,6,6,1,14,0,2,7,69879
4,1,10,10,0,5,0,0,9,41406
5,1,9,9,2,9,0,0,11,46639
7,1,3,3,0,16,0,0,6,44604
21,2,31,31,10,20,0,0,26,39334
5,1,6,6,1,6,0,0,4,58627
10,1,19,19,2,11,0,0,15,50217
19,1,43,43,3,22,2,1,20,73062
7,1,8,8,2,8,1,0,7,38933
1,0,2,2,0,1,0,0,1,39621
46,15,179,179,18,101,0,1,94,51810
21,3,51,51,6,32,0,0,17,50702
31,1,72,72,13,23,0,0,43,63961
15,2,44,44,4,26,1,1,52,62673
5,1,7,7,1,6,0,0,5,41113
7,1,11,11,2,9,0,0,5,39271
36,3,41,41,10,69,0,0,30,43084
7,1,18,18,2,8,0,0,11,59870
46,11,104,104,14,204,0,1,93,57497
2,0,0,0,0,2,0,0,0,50352
9,1,13,13,1,10,0,0,13,67021
20,30,92,92,4,86,0,0,65,49489
4,1,9,9,0,5,0,0,7,49173
9,1,13,13,1,10,0,0,6,55150
8,1,6,6,1,13,0,0,5,38899
4,1,8,8,0,5,0,0,6,41543
13,3,19,19,3,23,0,1,15,46286
19,7,20,20,9,50,1,1,27,59523
14,1,23,23,4,15,1,0,9,69195
218,170,542,542,109,528,6,2,470,45500
11,5,11,11,1,20,0,1,10,66260
11,1,15,15,2,20,0,0,7,63598
5,1,1,1,1,13,0,0,5,67888
6,1,11,11,3,8,0,0,10,48332
9,2,13,13,3,17,0,0,9,63062
25,1,48,48,10,34,5,1,39,72389
3,1,3,3,0,4,0,0,3,38460
52,7,126,126,15,45,1,0,85,72223
13,1,17,17,4,13,1,0,13,43987
1,0,0,0,0,1,0,0,0,51543
49,16,118,118,17,88,0,1,81,56286
20,7,50,50,8,40,0,1,51,63432
14,8,12,12,3,31,0,0,13,49870
66,0,97,97,16,56,0,1,78,59489
80,21,205,205,30,122,1,2,138,52046
17,1,57,57,10,28,0,0,52,55783
3,0,3,3,0,3,0,0,1,54891
2,1,1,1,0,3,0,0,1,65335
1,1,14,14,0,3,0,0,1,44468
49,5,133,133,16,76,2,2,92,70834
13,2,42,42,3,26,1,1,46,41390
27,1,66,66,4,34,6,1,35,72809
7,3,20,20,4,19,1,2,23,71726
8,1,2,2,0,5,1,0,1,40978
4,1,11,11,0,5,1,0,3,44192
21,1,29,29,6,32,0,0,17,43657
33,8,72,72,10,54,0,1,64,60137
21,1,65,65,8,30,0,0,27,57244
1,1,9,9,0,5,0,0,4,65765
14,6,35,35,5,22,1,0,23,71376
15,1,23,23,5,16,0,0,11,39508
88,36,158,158,22,180,0,1,143,46005
38,10,88,88,13,67,0,1,78,68157
9,1,3,3,0,6,0,0,1,43207
27,6,78,78,10,53,0,2,49,48918
5,1,0,0,0,10,0,0,1,57614
336,245,849,849,185,791,8,2,745,55629
10,1,29,29,5,11,0,0,17,60567
13,4,17,17,4,24,0,1,19,56906
30,4,81,81,10,47,1,1,75,50978
17,3,39,39,4,30,1,2,29,70137
27,11,56,56,10,42,0,0,45,42046
5,1,6,6,0,4,0,0,2,45783
7,1,12,12,3,8,0,0,9,61726
28,7,79,79,12,57,2,1,75,60834
14,1,20,20,1,17,0,0,15,51390
14,1,23,23,2,23,0,2,19,62809
9,1,5,5,0,6,0,0,7,53207
10,1,19,19,5,21,6,0,18,46906
46,21,113,113,11,114,0,0,72,58918
4,1,4,4,0,5,0,0,1,38319
19,2,41,41,5,35,0,1,44,45629
18,1,20,20,5,48,1,0,18,74877
18,3,26,26,2,22,1,0,18,75765
17,3,51,51,5,20,1,0,19,68854
156,110,381,381,72,319,0,2,272,54038
38,19,128,128,15,79,0,1,70,56005
22,1,43,43,6,21,0,0,18,70588
32,26,99,99,15,87,0,0,82,75270
12,8,26,26,6,30,0,0,21,42103
36,12,117,117,15,66,1,2,94,56510
15,6,36,36,4,34,1,1,46,53712
3,1,2,2,0,4,0,0,3,64461
31,2,79,79,10,36,1,0,29,74898
6,1,14,14,1,7,0,0,9,47301
16,2,32,32,4,32,1,0,21,70072
12,2,41,41,6,19,6,0,31,74932
15,1,32,32,6,20,0,0,13,45296
23,8,51,51,11,43,0,2,48,75620
6,1,18,18,3,8,0,0,9,61233
64,7,119,119,21,66,2,1,119,54487
27,6,87,87,11,51,0,0,59,70422
14,8,122,122,7,31,2,0,71,68442
15,7,32,32,7,25,0,0,30,70971
6,1,4,4,1,7,0,0,5,53856
50,8,14,14,5,54,1,1,22,50779
8,1,13,13,2,9,0,0,9,52744
10,1,18,18,2,11,0,0,15,38948
2,1,9,9,1,4,0,0,11,58349
18,3,32,32,5,34,0,2,14,73019
26,1,44,44,5,27,0,0,18,41492
25,28,43,43,9,86,0,0,47,43155
15,5,37,37,3,27,0,1,30,68205
16,5,47,47,6,25,0,0,24,41168
2,1,1,1,0,3,0,0,3,45982
32,6,81,81,8,60,0,2,43,50283
62,9,40,40,7,53,1,1,37,60635
15,2,33,33,4,26,0,1,41,65067
27,9,54,54,11,59,0,1,59,46707
23,5,62,62,11,41,1,0,41,71474
3,1,2,2,0,4,0,0,1,47815
23,5,73,73,7,42,1,4,29,74676
9,2,29,29,5,14,0,1,22,68655
19,11,61,61,7,46,0,2,37,43505
18,2,31,31,5,22,5,0,23,75964
17,2,28,28,3,25,2,1,49,62258
6,1,5,5,1,7,0,0,5,49108
8,2,9,9,2,10,0,0,6,55982
3,1,4,4,1,5,0,0,4,53155
3,1,5,5,1,4,0,0,3,40283
6,3,10,10,1,9,0,0,10,40779
1,1,7,7,0,4,0,0,7,45081
24,15,90,90,11,74,0,5,68,69414
3,1,2,2,1,6,0,0,3,42744
9,2,3,3,0,7,0,0,5,43856
14,1,28,28,2,11,0,0,7,51492
1,0,0,0,0,1,0,0,0,48349
4,1,8,8,0,5,0,0,5,67959
41,8,67,67,14,53,0,2,62,51538
7,3,6,6,1,14,0,2,7,70265
34,16,109,109,8,90,6,1,41,75067
49,1,115,115,6,35,0,0,32,40329
3,1,4,4,1,4,0,0,5,42314
6,1,22,22,3,17,0,3,17,69044
5,1,6,6,1,6,1,0,3,55828
2,2,3,3,0,6,0,0,6,48719
69,20,194,194,22,115,1,2,139,56707
36,7,16,16,7,28,2,1,16,69551
5,1,6,6,2,6,0,0,5,56212
7,21,44,44,0,48,0,0,46,64699
9,4,12,12,1,21,0,1,11,61161
90,15,126,126,23,104,0,2,82,64363
33,3,62,62,11,44,0,2,49,71862
23,3,50,50,9,25,3,1,32,75122
12,1,15,15,3,13,1,0,8,69101
13,1,3,3,1,6,0,0,5,57950
1,0,0,0,0,1,0,0,0,61531
4,1,4,4,1,5,0,0,5,51187
3,1,12,12,1,5,0,0,10,65821
22,2,48,48,7,33,0,1,52,64733
28,5,73,73,9,62,0,6,76,47053
19,5,68,68,6,33,1,1,68,40796
15,1,32,32,8,16,1,0,17,41884
51,3,72,72,12,42,1,0,59,74363
19,5,82,82,7,43,0,1,56,57403
61,25,87,87,17,113,0,2,71,52601
32,6,59,59,16,63,0,1,60,74699
50,3,173,173,13,80,8,1,56,71161
12,1,4,4,2,13,0,0,5,46212
9,1,11,11,2,10,0,1,7,74733
22,2,56,56,5,45,0,2,25,75821
21,16,32,32,5,43,0,0,30,68710
9,1,19,19,4,16,0,0,16,46642
8,0,0,0,0,8,0,0,0,63625
6,3,19,19,2,21,0,0,8,48575
51,29,161,161,27,105,0,2,127,61618
4,1,3,3,0,5,1,0,3,46992
6,1,21,21,2,7,0,0,15,47680
33,0,42,42,8,50,0,1,25,69228
21,4,25,25,5,31,0,0,14,42178
23,4,41,41,6,33,0,1,19,38677
5,3,19,19,2,10,0,0,21,39965
36,1,94,94,12,37,1,0,71,72034
9,1,15,15,3,14,0,0,13,56091
13,1,13,13,1,16,0,0,5,66427
20,6,35,35,5,37,1,1,27,50846
19,2,43,43,4,30,1,1,55,54106
30,21,38,38,7,153,0,2,54,63275
12,1,10,10,2,9,0,0,8,61248
32,7,84,84,17,50,0,4,73,69678
6,1,4,4,2,7,0,0,5,40515
11,4,40,40,4,24,0,0,19,59734
5,2,2,2,1,7,0,0,4,58826
2,0,0,0,0,2,0,0,0,38227
11,1,21,21,4,14,0,0,16,45717
34,21,76,76,13,78,0,1,76,66077
159,114,380,380,73,329,0,2,284,60009
10,1,8,8,2,11,0,0,7,52482
7,1,9,9,2,8,0,0,6,55347
25,4,80,80,5,37,0,1,32,41754
6,1,13,13,2,9,0,0,6,46091
14,2,33,33,6,31,0,0,19,72937
29,0,50,50,7,28,1,1,18,73625
6,1,6,6,1,7,0,0,4,57680
17,3,94,94,6,31,0,2,32,52178
20,3,42,42,6,40,0,1,42,67236
27,3,73,73,9,38,1,0,39,48826
12,3,27,27,8,19,0,0,20,54805
8,1,3,3,0,5,0,0,3,60459
81,15,108,108,15,89,0,2,69,56838
65,11,63,63,14,65,1,1,47,43339
23,7,69,69,14,56,0,2,54,67666
41,1,33,33,4,28,0,0,16,66974
4,1,2,2,1,5,0,0,3,50515
3,1,12,12,2,6,0,0,6,68086
12,1,24,24,4,17,0,0,20,72872
7,6,34,34,1,17,0,0,10,39123
62,13,127,127,17,70,2,0,85,73760
2,1,0,0,0,3,0,0,1,58430
27,1,28,28,9,23,0,0,25,76098
7,1,8,8,2,8,0,0,5,49221
8,1,10,10,2,6,0,0,9,40903
70,8,151,151,14,116,3,1,93,58060
13,3,57,57,7,27,1,0,42,73330
4,1,10,10,1,6,0,0,7,55652
15,3,42,42,3,27,0,1,41,62521
4,1,3,3,1,5,0,0,6,54940
1,1,2,2,0,2,0,0,3,41241
9,4,8,8,0,16,0,1,9,39089
24,18,79,79,11,52,0,0,60,76132
20,1,52,52,4,22,0,0,13,45202
60,3,143,143,20,65,3,0,75,69697
29,6,81,81,11,51,0,1,61,39820
30,12,88,88,12,54,2,2,80,51611
91,34,129,129,17,160,7,1,102,66098
21,9,67,67,11,39,10,0,53,62872
22,3,61,61,6,43,0,6,65,44940
76,12,59,59,17,75,1,1,49,38362
31,8,84,84,9,54,0,1,62,58963
17,1,27,27,6,15,0,0,16,42197
8,1,12,12,3,9,0,0,11,66132
33,8,66,66,16,51,0,2,51,56584
11,3,19,19,3,15,0,0,10,54043
6,3,7,7,1,10,0,0,5,63330
5,7,27,27,0,22,0,0,15,52894
28,10,57,57,13,60,0,0,42,48060
12,1,29,29,3,12,0,0,10,38698
40,1,70,70,13,43,2,0,50,47395
25,2,29,29,5,24,1,0,18,75030
7,1,9,9,1,8,0,0,9,45486
4,1,13,13,2,5,0,0,5,57842
8,1,15,15,4,13,0,0,15,61423
34,7,109,109,15,52,1,2,87,65933
4,1,23,23,0,5,0,0,7,53552
10,1,7,7,1,11,0,0,7,41996
15,1,48,48,2,10,0,0,28,42713
26,2,56,56,7,36,0,0,24,75460
18,3,54,54,10,32,8,0,35,65899
13,1,28,28,3,11,0,0,13,64271
4,1,3,3,0,5,0,0,3,53102
49,5,41,41,7,48,1,0,28,70662
23,7,44,44,8,42,0,0,22,69910
8,1,1,1,0,6,0,0,1,44297
15,3,25,25,5,25,0,2,19,75933
4,1,2,2,0,5,0,0,1,43552
5,1,9,9,0,3,0,0,1,57141
6,2,28,28,0,8,0,0,11,50684
9,4,26,26,2,21,0,1,30,52343
7,1,9,9,2,8,0,0,8,55486
2,1,9,9,0,3,0,0,3,46750
5,0,9,9,1,7,0,0,4,47842
24,1,51,51,7,34,1,1,28,71423
21,9,49,49,8,70,0,2,43,43102
36,8,96,96,13,69,6,2,81,71589
3,0,7,7,0,5,0,0,3,57511
10,4,18,18,3,15,0,0,15,53801
24,1,60,60,8,37,0,2,44,71073
26,11,40,40,6,44,0,2,45,46300
99,78,263,263,32,235,0,1,215,67148
15,5,27,27,4,28,0,1,27,65175
19,6,38,38,10,37,9,0,32,46615
7,4,2,2,1,11,0,0,6,39318
26,6,57,57,9,35,0,0,27,47907
11,1,14,14,4,10,1,0,13,74764
17,2,34,34,5,22,1,0,18,68747
57,35,174,174,15,91,6,1,111,75876
3,0,2,2,0,3,0,0,0,60377
13,5,15,15,1,22,0,1,14,55039
19,2,74,74,10,25,0,0,34,57004
13,1,15,15,4,14,0,0,11,67518
35,15,62,62,9,66,0,1,38,55193
6,1,5,5,1,7,0,0,3,52656
17,1,22,22,5,20,3,0,23,71136
3,1,3,3,0,4,0,0,3,43047
16,1,44,44,8,17,0,0,26,44782
7,7,19,19,4,23,2,0,21,74334
28,7,50,50,15,43,1,1,51,45890
8,3,28,28,4,25,0,1,27,55469
13,1,13,13,2,11,0,0,6,50391
6,2,13,13,2,9,0,0,15,63808
1,1,4,4,0,3,0,0,1,57454
6,1,7,7,2,11,0,0,5,60727
1,1,0,0,0,2,0,0,1,53417
43,14,111,111,13,71,0,1,80,64764
32,17,86,86,12,69,0,1,58,66759
5,1,6,6,1,6,1,0,3,47004
15,4,57,57,5,22,1,0,25,70377
19,21,51,51,9,50,0,0,61,57907
35,11,92,92,16,69,0,1,77,54628
22,2,63,63,7,30,0,1,45,64334
8,1,15,15,4,9,1,0,11,55890
33,21,62,62,15,67,0,2,59,66309
19,7,246,246,5,30,1,0,59,70727
26,1,46,46,8,34,6,2,44,71835
14,1,18,18,3,15,1,0,12,73808
11,1,19,19,4,12,0,0,9,47454
11,3,32,32,3,16,0,0,17,45193
23,2,67,67,12,39,1,1,58,69506
5,1,2,2,1,6,0,0,4,43944
6,1,6,6,1,7,0,0,6,41979
16,2,29,29,5,27,0,0,21,75525
8,1,44,44,3,16,2,1,17,73222
2,1,6,6,0,3,0,0,7,50542
29,28,35,35,10,99,0,0,43,57287
20,8,19,19,6,49,1,1,22,52085
8,1,34,34,3,9,0,1,26,62433
24,8,44,44,8,61,0,1,44,41353
23,5,12,12,4,50,0,0,17,68194
33,0,63,63,17,44,0,0,54,72960
16,5,32,32,2,46,0,1,23,39031
35,5,69,69,11,81,0,4,60,67261
4,1,11,11,1,3,1,0,9,62063
9,1,7,7,0,10,0,0,3,49333
10,4,12,12,2,22,0,1,16,55310
7,5,32,32,3,15,0,0,21,40811
42,1,233,233,24,44,1,0,79,73388
6,0,2,2,0,7,0,0,0,38270
21,11,45,45,9,52,0,2,44,42085
29,15,111,111,13,65,1,1,78,66020
21,8,40,40,9,39,0,2,39,48488
10,3,14,14,3,14,0,0,11,56496
16,7,40,40,6,26,0,0,26,47287
47,9,157,157,18,67,1,2,144,45310
31,4,47,47,12,48,0,2,31,69785
25,4,66,66,11,43,5,4,43,59333
31,10,78,78,13,72,0,1,71,51703
43,8,125,125,21,69,1,2,105,50811
31,6,82,82,14,51,1,1,60,66470
34,10,178,178,17,74,0,3,159,63388
13,1,17,17,1,15,0,0,6,62960
58,8,45,45,7,34,1,0,40,72599
43,5,98,98,14,75,0,1,73,40112
11,7,47,47,2,27,0,1,21,54014
9,3,12,12,3,16,0,0,13,56029
16,2,32,32,6,18,0,0,19,48037
31,1,100,100,14,40,2,1,73,63367
4,1,7,7,0,5,0,0,6,44917
30,23,123,123,8,77,0,1,79,66165
11,8,36,36,3,33,0,1,42,64158
40,2,108,108,9,54,4,1,53,48467
2,1,3,3,0,3,0,0,1,62825
12,1,14,14,2,13,0,0,9,53381
8,2,13,13,3,10,0,0,10,56479
31,8,58,58,8,70,0,0,49,75319
85,28,139,139,21,127,0,2,105,45255
0,1,1,1,0,1,0,0,2,38765
9,3,22,22,4,29,0,0,19,59276
85,17,114,114,17,96,0,2,74,51646
10,1,31,31,4,20,0,2,24,66535
28,6,104,104,12,48,2,1,75,50954
11,1,20,20,4,21,0,0,11,64508
3,1,1,1,0,4,0,0,1,48934
16,1,25,25,6,20,0,0,19,57638
9,1,4,4,0,6,0,0,1,55605
15,3,18,18,4,31,1,0,12,74158
13,1,18,18,5,14,0,0,11,39524
17,13,19,19,2,26,0,0,21,65749
6,1,3,3,0,6,0,0,3,55255
23,9,65,65,7,40,5,2,45,74508
12,1,19,19,4,13,0,0,16,46183
42,1,96,96,14,39,0,2,87,70818
13,1,8,8,1,10,0,0,3,58467
7,1,8,8,2,10,0,0,5,58308
29,2,76,76,14,38,2,1,38,71065
1,1,6,6,0,2,0,0,2,52705
19,11,51,51,9,40,0,2,60,49519
21,1,30,30,6,18,2,0,16,74267
27,1,40,40,8,45,0,0,24,43114
18,12,41,41,7,32,0,0,37,73408
18,1,47,47,6,23,0,0,27,45869
25,3,49,49,9,45,5,1,34,71435
8,6,16,16,3,30,0,0,10,41083
3,0,4,4,0,3,0,0,0,52355
324,237,815,815,182,775,8,2,703,50368
27,6,11,11,5,38,1,1,15,55490
19,5,31,31,9,49,9,0,28,57157
6,1,5,5,2,10,0,0,6,51980
13,1,27,27,2,14,0,0,25,41579
14,0,0,0,0,14,0,0,0,44281
25,5,101,101,8,52,6,1,45,75925
11,3,24,24,6,19,0,1,23,68614
81,8,123,123,15,66,0,4,75,70674
48,44,151,151,23,199,0,0,126,59519
19,1,81,81,8,20,0,0,58,51129
3,1,3,3,0,4,0,0,3,53114
11,1,31,31,5,12,0,0,23,64267
13,1,18,18,4,21,0,0,13,63058
2,1,5,5,0,3,1,0,2,61065
9,3,8,8,2,16,0,2,9,75476
22,8,45,45,10,33,0,0,47,43817
4,1,24,24,3,10,4,1,16,42705
12,1,28,28,4,13,0,0,22,40738
33,8,71,71,9,46,0,0,54,70224
28,1,168,168,18,29,1,0,120,72219
10,1,14,14,3,15,0,0,10,59149
2,1,0,0,0,3,0,0,1,47157
4,1,3,3,0,5,0,0,3,51579
24,30,105,105,6,86,0,0,73,65925
17,6,45,45,7,34,0,1,46,61435
15,3,23,23,3,22,1,0,14,69005
49,0,165,165,14,41,0,2,105,51596
4,1,2,2,1,5,0,0,5,43952
32,7,34,34,5,79,2,0,32,75533
27,3,79,79,10,57,0,6,79,45185
52,5,147,147,13,50,5,1,57,70731
38,6,106,106,9,66,0,2,52,64288
9,1,19,19,0,6,0,0,9,61570
15,1,22,22,2,17,1,1,16,75163
25,4,39,39,4,41,0,0,17,75499
8,3,21,21,3,12,0,0,15,64772
11,1,21,21,4,12,0,0,19,53401
9,1,11,11,3,18,0,0,9,65860
9,6,17,17,3,24,2,1,16,74322
18,1,29,29,7,18,0,0,25,45886
3,1,3,3,0,4,0,0,3,43051
10,1,1,1,0,11,0,0,1,46253
2,1,3,3,0,3,0,0,3,52640
54,73,232,232,30,207,7,1,173,53952
14,5,54,54,8,35,0,4,43,57012
10,1,12,12,2,11,0,0,10,65499
14,1,22,22,7,15,0,0,19,60361
11,1,25,25,5,19,5,1,25,74772
20,3,51,51,10,46,0,4,48,69843
36,1,149,149,23,41,2,0,63,74288
14,5,27,27,4,27,0,0,27,65163
16,6,19,19,3,24,0,0,14,52210
10,2,44,44,6,24,0,4,31,69269
18,6,41,41,4,33,0,2,36,62976
20,6,44,44,7,35,1,1,27,61659
7,1,10,10,2,8,0,0,5,48534
21,6,29,29,9,36,1,1,30,63664
35,7,86,86,13,59,0,1,68,50807
5,1,8,8,1,6,0,0,8,53728
9,2,15,15,3,11,0,0,8,59325
30,7,77,77,6,41,1,1,35,68881
41,0,69,69,11,40,0,3,38,72075
6,4,11,11,2,13,0,0,9,39924
6,1,10,10,2,7,0,0,7,38636
17,1,26,26,6,20,0,0,24,40554
32,2,41,41,5,37,2,1,54,61209
266,193,650,650,147,624,6,2,582,48164
14,4,65,65,9,27,1,0,38,53682
8,2,17,17,3,11,0,0,12,56480
8,3,8,8,2,23,0,0,7,51345
4,1,5,5,0,5,0,0,3,45756
6,1,21,21,4,8,0,0,14,72425
39,18,60,60,6,71,0,1,76,59775
34,19,73,73,15,81,0,0,70,44844
9,4,22,22,4,17,0,0,18,62075
4,1,13,13,0,5,0,0,4,50104
9,1,18,18,2,11,1,0,5,71659
10,7,78,78,6,21,1,0,27,73664
32,2,69,69,9,59,1,1,67,68182
179,34,432,432,82,278,0,2,269,39027
12,10,46,46,2,26,1,0,28,76036
9,1,19,19,1,10,0,0,8,46480
7,1,8,8,2,8,0,0,5,56879
56,16,95,95,9,83,2,1,102,54844
4,4,2,2,0,12,0,0,5,64908
18,6,42,42,5,33,0,1,41,57291
6,1,6,6,1,7,0,0,4,67627
26,5,60,60,2,32,0,1,11,71209
24,4,44,44,6,36,0,1,33,42990
20,4,37,37,4,32,1,0,18,73234
16,1,27,27,5,24,0,0,13,57784
2,1,0,0,0,3,1,0,5,39162
25,3,51,51,6,54,4,0,33,72833
29,8,68,68,12,53,1,1,61,41650
20,3,31,31,3,31,0,0,17,52586
19,2,33,33,3,28,2,1,48,55243
2,1,2,2,0,3,0,0,1,66870
21,9,56,56,8,36,0,1,35,67762
23,3,52,52,10,25,1,0,31,68497
2,1,2,2,0,3,0,0,3,58021
22,1,34,34,7,22,0,0,28,72999
33,19,71,71,16,69,0,2,60,62560
15,9,37,37,7,26,0,0,43,49630
2,1,1,1,0,3,0,0,1,48922
27,8,53,53,8,50,0,2,56,55613
4,2,12,12,0,12,0,0,9,50942
44,18,140,140,24,73,0,1,94,51650
23,4,51,51,6,33,0,1,38,39861
24,12,57,57,9,57,0,3,59,72130
4,1,11,11,0,5,0,0,7,59260
4,1,4,4,2,6,0,0,5,42586
63,30,192,192,14,148,0,0,100,45243
1,1,1,1,0,2,0,0,2,38773
33,22,133,133,13,88,0,0,128,47784
8,4,17,17,1,13,0,0,6,40041
7,1,6,6,1,8,0,0,5,38289
46,0,94,94,22,74,0,2,67,48471
6,1,13,13,2,7,0,0,7,62999
6,1,13,13,3,7,0,0,11,66173
22,4,36,36,9,42,10,0,33,69286
16,2,37,37,4,27,0,1,46,58922
3,1,5,5,0,4,0,0,3,38323
1,0,4,4,0,1,0,0,2,44901
21,2,46,46,6,32,0,1,50,59630
8,1,16,16,2,10,0,0,6,63371
13,6,51,51,5,33,9,0,30,54002
59,20,102,102,11,106,0,2,62,56711
20,9,54,54,8,66,0,2,44,57803
3,1,5,5,1,4,0,0,5,42302
26,1,26,26,5,37,1,1,19,69052
22,3,77,77,6,34,1,2,40,75071
8,1,19,19,3,10,0,0,14,70273
28,2,50,50,4,37,2,1,58,61198
48,10,118,118,11,105,1,6,107,61032
8,2,14,14,3,14,0,0,12,75421
12,5,34,34,2,24,0,1,38,42752
19,1,21,21,7,31,0,0,19,71931
10,4,14,14,2,16,2,0,8,70623
7,1,11,11,1,8,0,0,8,54686
29,6,92,92,13,43,0,1,38,55994
6,1,14,14,1,8,0,0,12,57100
16,1,23,23,6,17,0,0,14,60273
18,5,68,68,2,30,2,0,19,71198
17,4,35,35,7,46,0,0,22,71462
2,1,2,2,0,3,0,0,1,47803
16,2,30,30,10,19,0,0,27,46711
3,1,1,1,0,4,0,0,1,60623
4,1,3,3,0,5,0,0,7,44686
63,14,68,68,11,63,1,1,37,46341
17,6,65,65,11,29,0,0,39,41484
9,1,6,6,1,5,0,0,3,55097
